,season,round,circuit_id,driver,date_of_birth,nationality,constructor,grid,time,status,points,podium
2255,1994,16,adelaide,berger,1959-08-27,Austrian,ferrari,11,6473911.0,Finished,6.0,2
2256,1994,16,adelaide,brundle,1959-06-01,British,mclaren,9,6523887.0,Finished,4.0,3
2257,1994,16,adelaide,barrichello,1972-05-23,Brazilian,jordan,5,6541930.0,Finished,3.0,4
2258,1994,16,adelaide,panis,1966-09-02,French,ligier,12,,+1 Lap,2.0,5
2259,1994,16,adelaide,alesi,1964-06-11,French,ferrari,8,,+1 Lap,1.0,6
2260,1994,16,adelaide,frentzen,1967-05-18,German,sauber,10,,+1 Lap,0.0,7
2261,1994,16,adelaide,fittipaldi,1971-01-18,Brazilian,footwork,19,,+1 Lap,0.0,8
2262,1994,16,adelaide,martini,1961-04-23,Italian,minardi,18,,+2 Laps,0.0,9
2263,1994,16,adelaide,lehto,1966-01-31,Finnish,sauber,17,,+2 Laps,0.0,10
2264,1994,16,adelaide,lagorce,1968-09-01,French,ligier,20,,+2 Laps,0.0,11
2265,1994,16,adelaide,hakkinen,1968-09-28,Finnish,mclaren,4,,Brakes,0.0,12
2266,1994,16,adelaide,alboreto,1956-12-23,Italian,minardi,16,,Suspension,0.0,13
2267,1994,16,adelaide,blundell,1966-04-08,British,tyrrell,13,,Accident,0.0,14
2268,1994,16,adelaide,deletraz,1963-10-01,Swiss,larrousse,25,,Gearbox,0.0,15
2269,1994,16,adelaide,salo,1966-11-30,Finnish,team_lotus,22,,Electrical,0.0,16
2270,1994,16,adelaide,brabham,1965-09-05,Australian,simtek,24,,Engine,0.0,17
2271,1994,16,adelaide,zanardi,1966-10-23,Italian,team_lotus,14,,Throttle,0.0,18
2272,1994,16,adelaide,damon_hill,1960-09-17,British,williams,3,,Collision,0.0,19
2273,1994,16,adelaide,michael_schumacher,1969-01-03,German,benetton,2,,Collision,0.0,20
2274,1994,16,adelaide,schiattarella,1967-11-17,Italian,simtek,26,,Gearbox,0.0,21
2275,1994,16,adelaide,katayama,1963-05-29,Japanese,tyrrell,15,,Spun off,0.0,22
2276,1994,16,adelaide,noda,1969-03-07,Japanese,larrousse,23,,Oil leak,0.0,23
2277,1994,16,adelaide,morbidelli,1968-01-13,Italian,footwork,21,,Oil leak,0.0,24
2278,1994,16,adelaide,irvine,1965-11-10,British,jordan,6,,Spun off,0.0,25
2279,1994,16,adelaide,herbert,1964-06-25,British,benetton,7,,Gearbox,0.0,26
2280,1994,16,adelaide,gachot,1962-12-23,Belgian,pacific,0,,Did not qualify,0.0,27
2281,1994,16,adelaide,belmondo,1963-04-23,French,pacific,0,,Did not qualify,0.0,28
2282,1995,1,interlagos,michael_schumacher,1969-01-03,German,benetton,2,5914154.0,Finished,10.0,1
2283,1995,1,interlagos,coulthard,1971-03-27,British,williams,3,5925214.0,Finished,6.0,2
2284,1995,1,interlagos,berger,1959-08-27,Austrian,ferrari,5,,+1 Lap,4.0,3
2285,1995,1,interlagos,hakkinen,1968-09-28,Finnish,mclaren,7,,+1 Lap,3.0,4
2286,1995,1,interlagos,alesi,1964-06-11,French,ferrari,6,,+1 Lap,2.0,5
2287,1995,1,interlagos,blundell,1966-04-08,British,mclaren,9,,+1 Lap,1.0,6
2288,1995,1,interlagos,salo,1966-11-30,Finnish,tyrrell,12,,+2 Laps,0.0,7
2289,1995,1,interlagos,suzuki,1960-09-08,Japanese,ligier,15,,+2 Laps,0.0,8
2290,1995,1,interlagos,montermini,1964-05-30,Italian,pacific,22,,+6 Laps,0.0,9
2291,1995,1,interlagos,diniz,1970-05-22,Brazilian,forti,25,,+7 Laps,0.0,10
2292,1995,1,interlagos,morbidelli,1968-01-13,Italian,footwork,13,,Engine,0.0,11
2293,1995,1,interlagos,inoue,1963-09-05,Japanese,footwork,21,,Engine,0.0,12
2294,1995,1,interlagos,badoer,1971-01-25,Italian,minardi,18,,Engine,0.0,13
2295,1995,1,interlagos,moreno,1959-02-11,Brazilian,forti,23,,Spun off,0.0,14
2296,1995,1,interlagos,wendlinger,1968-12-20,Austrian,sauber,19,,Electrical,0.0,15
2297,1995,1,interlagos,damon_hill,1960-09-17,British,williams,1,,Gearbox,0.0,16
2298,1995,1,interlagos,herbert,1964-06-25,British,benetton,4,,Collision,0.0,17
2299,1995,1,interlagos,gachot,1962-12-23,Belgian,pacific,20,,Gearbox,0.0,18
2300,1995,1,interlagos,barrichello,1972-05-23,Brazilian,jordan,16,,Gearbox,0.0,19
2301,1995,1,interlagos,verstappen,1972-03-04,Dutch,simtek,24,,Gearbox,0.0,20
2302,1995,1,interlagos,katayama,1963-05-29,Japanese,tyrrell,11,,Spun off,0.0,21
2303,1995,1,interlagos,irvine,1965-11-10,British,jordan,8,,Clutch,0.0,22
2304,1995,1,interlagos,schiattarella,1967-11-17,Italian,simtek,26,,Steering,0.0,23
2305,1995,1,interlagos,frentzen,1967-05-18,German,sauber,14,,Electrical,0.0,24
2306,1995,1,interlagos,panis,1966-09-02,French,ligier,10,,Collision,0.0,25
2307,1995,1,interlagos,martini,1961-04-23,Italian,minardi,17,,Gearbox,0.0,26
2308,1995,2,galvez,damon_hill,1960-09-17,British,williams,2,6794532.0,Finished,10.0,1
2309,1995,2,galvez,alesi,1964-06-11,French,ferrari,6,6800939.0,Finished,6.0,2
2310,1995,2,galvez,michael_schumacher,1969-01-03,German,benetton,3,6827908.0,Finished,4.0,3
2311,1995,2,galvez,herbert,1964-06-25,British,benetton,11,,+1 Lap,3.0,4
2312,1995,2,galvez,frentzen,1967-05-18,German,sauber,9,,+2 Laps,2.0,5
2313,1995,2,galvez,berger,1959-08-27,Austrian,ferrari,8,,+2 Laps,1.0,6
2314,1995,2,galvez,panis,1966-09-02,French,ligier,18,,+2 Laps,0.0,7
2315,1995,2,galvez,katayama,1963-05-29,Japanese,tyrrell,15,,+3 Laps,0.0,8
2316,1995,2,galvez,schiattarella,1967-11-17,Italian,simtek,20,,+4 Laps,0.0,9
2317,1995,2,galvez,diniz,1970-05-22,Brazilian,forti,25,,Not classified,0.0,10
2318,1995,2,galvez,moreno,1959-02-11,Brazilian,forti,24,,Not classified,0.0,11
2319,1995,2,galvez,salo,1966-11-30,Finnish,tyrrell,7,,Collision,0.0,12
2320,1995,2,galvez,suzuki,1960-09-08,Japanese,ligier,19,,Collision,0.0,13
2321,1995,2,galvez,martini,1961-04-23,Italian,minardi,16,,Spun off,0.0,14
2322,1995,2,galvez,morbidelli,1968-01-13,Italian,footwork,12,,Electrical,0.0,15
2323,1995,2,galvez,inoue,1963-09-05,Japanese,footwork,26,,Spun off,0.0,16
2324,1995,2,galvez,barrichello,1972-05-23,Brazilian,jordan,10,,Oil pressure,0.0,17
2325,1995,2,galvez,verstappen,1972-03-04,Dutch,simtek,14,,Gearbox,0.0,18
2326,1995,2,galvez,coulthard,1971-03-27,British,williams,1,,Electrical,0.0,19
2327,1995,2,galvez,blundell,1966-04-08,British,mclaren,17,,Oil leak,0.0,20
2328,1995,2,galvez,irvine,1965-11-10,British,jordan,4,,Engine,0.0,21
2329,1995,2,galvez,montermini,1964-05-30,Italian,pacific,22,,Collision,0.0,22
2330,1995,2,galvez,hakkinen,1968-09-28,Finnish,mclaren,5,,Collision,0.0,23
2331,1995,2,galvez,gachot,1962-12-23,Belgian,pacific,23,,Collision,0.0,24
2332,1995,2,galvez,wendlinger,1968-12-20,Austrian,sauber,21,,Collision,0.0,25
2333,1995,2,galvez,badoer,1971-01-25,Italian,minardi,13,,Collision,0.0,26
2334,1995,3,imola,damon_hill,1960-09-17,British,williams,4,6102522.0,Finished,10.0,1
2335,1995,3,imola,alesi,1964-06-11,French,ferrari,5,6121032.0,Finished,6.0,2
2336,1995,3,imola,berger,1959-08-27,Austrian,ferrari,2,6145638.0,Finished,4.0,3
2337,1995,3,imola,coulthard,1971-03-27,British,williams,3,6154412.0,Finished,3.0,4
2338,1995,3,imola,hakkinen,1968-09-28,Finnish,mclaren,6,,+1 Lap,2.0,5
2339,1995,3,imola,frentzen,1967-05-18,German,sauber,14,,+1 Lap,1.0,6
2340,1995,3,imola,herbert,1964-06-25,British,benetton,8,,+2 Laps,0.0,7
2341,1995,3,imola,irvine,1965-11-10,British,jordan,7,,+2 Laps,0.0,8
2342,1995,3,imola,panis,1966-09-02,French,ligier,12,,+2 Laps,0.0,9
2343,1995,3,imola,mansell,1953-08-08,British,mclaren,9,,+2 Laps,0.0,10
2344,1995,3,imola,suzuki,1960-09-08,Japanese,ligier,16,,+3 Laps,0.0,11
2345,1995,3,imola,martini,1961-04-23,Italian,minardi,18,,+4 Laps,0.0,12
2346,1995,3,imola,morbidelli,1968-01-13,Italian,footwork,11,,+4 Laps,0.0,13
2347,1995,3,imola,badoer,1971-01-25,Italian,minardi,20,,+4 Laps,0.0,14
2348,1995,3,imola,diniz,1970-05-22,Brazilian,forti,26,,Not classified,0.0,15
2349,1995,3,imola,moreno,1959-02-11,Brazilian,forti,25,,Not classified,0.0,16
2350,1995,3,imola,wendlinger,1968-12-20,Austrian,sauber,21,,Wheel,0.0,17
2351,1995,3,imola,gachot,1962-12-23,Belgian,pacific,22,,Gearbox,0.0,18
2352,1995,3,imola,schiattarella,1967-11-17,Italian,simtek,23,,Suspension,0.0,19
2353,1995,3,imola,barrichello,1972-05-23,Brazilian,jordan,10,,Transmission,0.0,20
2354,1995,3,imola,katayama,1963-05-29,Japanese,tyrrell,15,,Spun off,0.0,21
2355,1995,3,imola,salo,1966-11-30,Finnish,tyrrell,13,,Engine,0.0,22
2356,1995,3,imola,montermini,1964-05-30,Italian,pacific,24,,Gearbox,0.0,23
2357,1995,3,imola,verstappen,1972-03-04,Dutch,simtek,17,,Gearbox,0.0,24
2358,1995,3,imola,inoue,1963-09-05,Japanese,footwork,19,,Spun off,0.0,25
2359,1995,3,imola,michael_schumacher,1969-01-03,German,benetton,1,,Spun off,0.0,26
2360,1995,4,catalunya,michael_schumacher,1969-01-03,German,benetton,1,5660507.0,Finished,10.0,1
2361,1995,4,catalunya,herbert,1964-06-25,British,benetton,7,5712495.0,Finished,6.0,2
2362,1995,4,catalunya,berger,1959-08-27,Austrian,ferrari,3,5725744.0,Finished,4.0,3
2363,1995,4,catalunya,damon_hill,1960-09-17,British,williams,5,5782256.0,Finished,3.0,4
2364,1995,4,catalunya,irvine,1965-11-10,British,jordan,6,,+1 Lap,2.0,5
2365,1995,4,catalunya,panis,1966-09-02,French,ligier,15,,+1 Lap,1.0,6
2366,1995,4,catalunya,barrichello,1972-05-23,Brazilian,jordan,8,,+1 Lap,0.0,7
2367,1995,4,catalunya,frentzen,1967-05-18,German,sauber,12,,+1 Lap,0.0,8
2368,1995,4,catalunya,brundle,1959-06-01,British,ligier,11,,+1 Lap,0.0,9
2369,1995,4,catalunya,salo,1966-11-30,Finnish,tyrrell,13,,+1 Lap,0.0,10
2370,1995,4,catalunya,morbidelli,1968-01-13,Italian,footwork,14,,+2 Laps,0.0,11
2371,1995,4,catalunya,verstappen,1972-03-04,Dutch,simtek,16,,+2 Laps,0.0,12
2372,1995,4,catalunya,wendlinger,1968-12-20,Austrian,sauber,20,,+2 Laps,0.0,13
2373,1995,4,catalunya,martini,1961-04-23,Italian,minardi,19,,+3 Laps,0.0,14
2374,1995,4,catalunya,schiattarella,1967-11-17,Italian,simtek,22,,+4 Laps,0.0,15
2375,1995,4,catalunya,katayama,1963-05-29,Japanese,tyrrell,17,,Engine,0.0,16
2376,1995,4,catalunya,coulthard,1971-03-27,British,williams,4,,Gearbox,0.0,17
2377,1995,4,catalunya,hakkinen,1968-09-28,Finnish,mclaren,9,,Fuel system,0.0,18
2378,1995,4,catalunya,inoue,1963-09-05,Japanese,footwork,18,,Transmission,0.0,19
2379,1995,4,catalunya,gachot,1962-12-23,Belgian,pacific,24,,Heat shield fire,0.0,20
2380,1995,4,catalunya,moreno,1959-02-11,Brazilian,forti,25,,Overheating,0.0,21
2381,1995,4,catalunya,alesi,1964-06-11,French,ferrari,2,,Engine,0.0,22
2382,1995,4,catalunya,badoer,1971-01-25,Italian,minardi,21,,Gearbox,0.0,23
2383,1995,4,catalunya,mansell,1953-08-08,British,mclaren,10,,Handling,0.0,24
2384,1995,4,catalunya,diniz,1970-05-22,Brazilian,forti,26,,Gearbox,0.0,25
2385,1995,4,catalunya,montermini,1964-05-30,Italian,pacific,23,,Withdrew,0.0,26
2386,1995,5,monaco,michael_schumacher,1969-01-03,German,benetton,2,6791258.0,Finished,10.0,1
2387,1995,5,monaco,damon_hill,1960-09-17,British,williams,1,6826075.0,Finished,6.0,2
2388,1995,5,monaco,berger,1959-08-27,Austrian,ferrari,4,6862705.0,Finished,4.0,3
2389,1995,5,monaco,herbert,1964-06-25,British,benetton,7,,+1 Lap,3.0,4
2390,1995,5,monaco,blundell,1966-04-08,British,mclaren,10,,+1 Lap,2.0,5
2391,1995,5,monaco,frentzen,1967-05-18,German,sauber,14,,+2 Laps,1.0,6
2392,1995,5,monaco,martini,1961-04-23,Italian,minardi,18,,+2 Laps,0.0,7
2393,1995,5,monaco,boullion,1969-12-27,French,sauber,19,,+4 Laps,0.0,8
2394,1995,5,monaco,morbidelli,1968-01-13,Italian,footwork,13,,+4 Laps,0.0,9
2395,1995,5,monaco,diniz,1970-05-22,Brazilian,forti,22,,+6 Laps,0.0,10
2396,1995,5,monaco,badoer,1971-01-25,Italian,minardi,16,,Suspension,0.0,11
2397,1995,5,monaco,panis,1966-09-02,French,ligier,12,,Spun off,0.0,12
2398,1995,5,monaco,salo,1966-11-30,Finnish,tyrrell,17,,Gearbox,0.0,13
2399,1995,5,monaco,barrichello,1972-05-23,Brazilian,jordan,11,,Throttle,0.0,14
2400,1995,5,monaco,gachot,1962-12-23,Belgian,pacific,21,,Gearbox,0.0,15
2401,1995,5,monaco,alesi,1964-06-11,French,ferrari,5,,Spun off,0.0,16
2402,1995,5,monaco,brundle,1959-06-01,British,ligier,8,,Spun off,0.0,17
2403,1995,5,monaco,inoue,1963-09-05,Japanese,footwork,26,,Gearbox,0.0,18
2404,1995,5,monaco,katayama,1963-05-29,Japanese,tyrrell,15,,Spun off,0.0,19
2405,1995,5,monaco,montermini,1964-05-30,Italian,pacific,25,,Disqualified,0.0,20
2406,1995,5,monaco,irvine,1965-11-10,British,jordan,9,,Spun off,0.0,21
2407,1995,5,monaco,coulthard,1971-03-27,British,williams,3,,Gearbox,0.0,22
2408,1995,5,monaco,moreno,1959-02-11,Brazilian,forti,24,,Brakes,0.0,23
2409,1995,5,monaco,hakkinen,1968-09-28,Finnish,mclaren,6,,Engine,0.0,24
2410,1995,5,monaco,verstappen,1972-03-04,Dutch,simtek,23,,Gearbox,0.0,25
2411,1995,5,monaco,schiattarella,1967-11-17,Italian,simtek,20,,Withdrew,0.0,26
2412,1995,6,villeneuve,alesi,1964-06-11,French,ferrari,5,6294171.0,Finished,10.0,1
2413,1995,6,villeneuve,barrichello,1972-05-23,Brazilian,jordan,9,6325858.0,Finished,6.0,2
2414,1995,6,villeneuve,irvine,1965-11-10,British,jordan,8,6327441.0,Finished,4.0,3
2415,1995,6,villeneuve,panis,1966-09-02,French,ligier,11,6330677.0,Finished,3.0,4
2416,1995,6,villeneuve,michael_schumacher,1969-01-03,German,benetton,1,6331231.0,Finished,2.0,5
2417,1995,6,villeneuve,morbidelli,1968-01-13,Italian,footwork,13,,+1 Lap,1.0,6
2418,1995,6,villeneuve,salo,1966-11-30,Finnish,tyrrell,15,,+1 Lap,0.0,7
2419,1995,6,villeneuve,badoer,1971-01-25,Italian,minardi,19,,+1 Lap,0.0,8
2420,1995,6,villeneuve,inoue,1963-09-05,Japanese,footwork,22,,+2 Laps,0.0,9
2421,1995,6,villeneuve,brundle,1959-06-01,British,ligier,14,,Collision,0.0,10
2422,1995,6,villeneuve,berger,1959-08-27,Austrian,ferrari,4,,Collision,0.0,11
2423,1995,6,villeneuve,martini,1961-04-23,Italian,minardi,17,,Throttle,0.0,12
2424,1995,6,villeneuve,moreno,1959-02-11,Brazilian,forti,23,,Fuel system,0.0,13
2425,1995,6,villeneuve,damon_hill,1960-09-17,British,williams,2,,Gearbox,0.0,14
2426,1995,6,villeneuve,blundell,1966-04-08,British,mclaren,10,,Engine,0.0,15
2427,1995,6,villeneuve,katayama,1963-05-29,Japanese,tyrrell,16,,Engine,0.0,16
2428,1995,6,villeneuve,gachot,1962-12-23,Belgian,pacific,20,,Battery,0.0,17
2429,1995,6,villeneuve,frentzen,1967-05-18,German,sauber,12,,Engine,0.0,18
2430,1995,6,villeneuve,diniz,1970-05-22,Brazilian,forti,24,,Gearbox,0.0,19
2431,1995,6,villeneuve,boullion,1969-12-27,French,sauber,18,,Spun off,0.0,20
2432,1995,6,villeneuve,montermini,1964-05-30,Italian,pacific,21,,Gearbox,0.0,21
2433,1995,6,villeneuve,coulthard,1971-03-27,British,williams,3,,Spun off,0.0,22
2434,1995,6,villeneuve,herbert,1964-06-25,British,benetton,6,,Collision,0.0,23
2435,1995,6,villeneuve,hakkinen,1968-09-28,Finnish,mclaren,7,,Collision,0.0,24
2436,1995,7,magny_cours,michael_schumacher,1969-01-03,German,benetton,2,5908429.0,Finished,10.0,1
2437,1995,7,magny_cours,damon_hill,1960-09-17,British,williams,1,5939738.0,Finished,6.0,2
2438,1995,7,magny_cours,coulthard,1971-03-27,British,williams,3,5971255.0,Finished,4.0,3
2439,1995,7,magny_cours,brundle,1959-06-01,British,ligier,9,5971722.0,Finished,3.0,4
2440,1995,7,magny_cours,alesi,1964-06-11,French,ferrari,4,5986298.0,Finished,2.0,5
2441,1995,7,magny_cours,barrichello,1972-05-23,Brazilian,jordan,5,,+1 Lap,1.0,6
2442,1995,7,magny_cours,hakkinen,1968-09-28,Finnish,mclaren,8,,+1 Lap,0.0,7
2443,1995,7,magny_cours,panis,1966-09-02,French,ligier,6,,+1 Lap,0.0,8
2444,1995,7,magny_cours,irvine,1965-11-10,British,jordan,11,,+1 Lap,0.0,9
2445,1995,7,magny_cours,frentzen,1967-05-18,German,sauber,12,,+1 Lap,0.0,10
2446,1995,7,magny_cours,blundell,1966-04-08,British,mclaren,13,,+2 Laps,0.0,11
2447,1995,7,magny_cours,berger,1959-08-27,Austrian,ferrari,7,,+2 Laps,0.0,12
2448,1995,7,magny_cours,badoer,1971-01-25,Italian,minardi,17,,+3 Laps,0.0,13
2449,1995,7,magny_cours,morbidelli,1968-01-13,Italian,footwork,16,,+3 Laps,0.0,14
2450,1995,7,magny_cours,salo,1966-11-30,Finnish,tyrrell,14,,+3 Laps,0.0,15
2451,1995,7,magny_cours,moreno,1959-02-11,Brazilian,forti,24,,+6 Laps,0.0,16
2452,1995,7,magny_cours,montermini,1964-05-30,Italian,pacific,21,,Not classified,0.0,17
2453,1995,7,magny_cours,boullion,1969-12-27,French,sauber,15,,Gearbox,0.0,18
2454,1995,7,magny_cours,gachot,1962-12-23,Belgian,pacific,22,,Gearbox,0.0,19
2455,1995,7,magny_cours,martini,1961-04-23,Italian,minardi,20,,Gearbox,0.0,20
2456,1995,7,magny_cours,herbert,1964-06-25,British,benetton,10,,Spun off,0.0,21
2457,1995,7,magny_cours,inoue,1963-09-05,Japanese,footwork,18,,Collision,0.0,22
2458,1995,7,magny_cours,katayama,1963-05-29,Japanese,tyrrell,19,,Collision,0.0,23
2459,1995,7,magny_cours,diniz,1970-05-22,Brazilian,forti,23,,Spun off,0.0,24
2460,1995,8,silverstone,herbert,1964-06-25,British,benetton,5,5675093.0,Finished,10.0,1
2461,1995,8,silverstone,alesi,1964-06-11,French,ferrari,6,5691572.0,Finished,6.0,2
2462,1995,8,silverstone,coulthard,1971-03-27,British,williams,3,5698981.0,Finished,4.0,3
2463,1995,8,silverstone,panis,1966-09-02,French,ligier,13,5768261.0,Finished,3.0,4
2464,1995,8,silverstone,blundell,1966-04-08,British,mclaren,10,5783265.0,Finished,2.0,5
2465,1995,8,silverstone,frentzen,1967-05-18,German,sauber,12,,+1 Lap,1.0,6
2466,1995,8,silverstone,martini,1961-04-23,Italian,minardi,15,,+1 Lap,0.0,7
2467,1995,8,silverstone,salo,1966-11-30,Finnish,tyrrell,23,,+1 Lap,0.0,8
2468,1995,8,silverstone,boullion,1969-12-27,French,sauber,16,,+1 Lap,0.0,9
2469,1995,8,silverstone,badoer,1971-01-25,Italian,minardi,18,,+1 Lap,0.0,10
2470,1995,8,silverstone,barrichello,1972-05-23,Brazilian,jordan,9,,Collision,0.0,11
2471,1995,8,silverstone,gachot,1962-12-23,Belgian,pacific,21,,+3 Laps,0.0,12
2472,1995,8,silverstone,moreno,1959-02-11,Brazilian,forti,22,,Engine,0.0,13
2473,1995,8,silverstone,michael_schumacher,1969-01-03,German,benetton,2,,Collision,0.0,14
2474,1995,8,silverstone,damon_hill,1960-09-17,British,williams,1,,Collision,0.0,15
2475,1995,8,silverstone,papis,1969-10-03,Italian,footwork,17,,Spun off,0.0,16
2476,1995,8,silverstone,katayama,1963-05-29,Japanese,tyrrell,14,,Out of fuel,0.0,17
2477,1995,8,silverstone,montermini,1964-05-30,Italian,pacific,24,,Spun off,0.0,18
2478,1995,8,silverstone,hakkinen,1968-09-28,Finnish,mclaren,8,,Electrical,0.0,19
2479,1995,8,silverstone,berger,1959-08-27,Austrian,ferrari,4,,Wheel,0.0,20
2480,1995,8,silverstone,brundle,1959-06-01,British,ligier,11,,Spun off,0.0,21
2481,1995,8,silverstone,inoue,1963-09-05,Japanese,footwork,19,,Spun off,0.0,22
2482,1995,8,silverstone,diniz,1970-05-22,Brazilian,forti,20,,Gearbox,0.0,23
2483,1995,8,silverstone,irvine,1965-11-10,British,jordan,7,,Electrical,0.0,24
2484,1995,9,hockenheimring,michael_schumacher,1969-01-03,German,benetton,2,4976043.0,Finished,10.0,1
2485,1995,9,hockenheimring,coulthard,1971-03-27,British,williams,3,4982031.0,Finished,6.0,2
2486,1995,9,hockenheimring,berger,1959-08-27,Austrian,ferrari,4,5044140.0,Finished,4.0,3
2487,1995,9,hockenheimring,herbert,1964-06-25,British,benetton,9,5059479.0,Finished,3.0,4
2488,1995,9,hockenheimring,boullion,1969-12-27,French,sauber,14,,+1 Lap,2.0,5
2489,1995,9,hockenheimring,suzuki,1960-09-08,Japanese,ligier,18,,+1 Lap,1.0,6
2490,1995,9,hockenheimring,katayama,1963-05-29,Japanese,tyrrell,17,,+1 Lap,0.0,7
2491,1995,9,hockenheimring,montermini,1964-05-30,Italian,pacific,23,,+3 Laps,0.0,8
2492,1995,9,hockenheimring,irvine,1965-11-10,British,jordan,6,,+4 Laps,0.0,9
2493,1995,9,hockenheimring,hakkinen,1968-09-28,Finnish,mclaren,7,,Engine,0.0,10
2494,1995,9,hockenheimring,frentzen,1967-05-18,German,sauber,11,,Engine,0.0,11
2495,1995,9,hockenheimring,badoer,1971-01-25,Italian,minardi,16,,Oil leak,0.0,12
2496,1995,9,hockenheimring,lavaggi,1958-02-18,Italian,pacific,24,,Gearbox,0.0,13
2497,1995,9,hockenheimring,moreno,1959-02-11,Brazilian,forti,22,,Halfshaft,0.0,14
2498,1995,9,hockenheimring,barrichello,1972-05-23,Brazilian,jordan,5,,Engine,0.0,15
2499,1995,9,hockenheimring,blundell,1966-04-08,British,mclaren,8,,Engine,0.0,16
2500,1995,9,hockenheimring,panis,1966-09-02,French,ligier,12,,Water leak,0.0,17
2501,1995,9,hockenheimring,alesi,1964-06-11,French,ferrari,10,,Engine,0.0,18
2502,1995,9,hockenheimring,martini,1961-04-23,Italian,minardi,20,,Engine,0.0,19
2503,1995,9,hockenheimring,inoue,1963-09-05,Japanese,footwork,19,,Gearbox,0.0,20
2504,1995,9,hockenheimring,diniz,1970-05-22,Brazilian,forti,21,,Brakes,0.0,21
2505,1995,9,hockenheimring,damon_hill,1960-09-17,British,williams,1,,Spun off,0.0,22
2506,1995,9,hockenheimring,salo,1966-11-30,Finnish,tyrrell,13,,Clutch,0.0,23
2507,1995,9,hockenheimring,papis,1969-10-03,Italian,footwork,15,,Gearbox,0.0,24
2508,1995,10,hungaroring,damon_hill,1960-09-17,British,williams,1,6385721.0,Finished,10.0,1
2509,1995,10,hungaroring,coulthard,1971-03-27,British,williams,2,6419119.0,Finished,6.0,2
2510,1995,10,hungaroring,berger,1959-08-27,Austrian,ferrari,4,,+1 Lap,4.0,3
2511,1995,10,hungaroring,herbert,1964-06-25,British,benetton,9,,+1 Lap,3.0,4
2512,1995,10,hungaroring,frentzen,1967-05-18,German,sauber,11,,+1 Lap,2.0,5
2513,1995,10,hungaroring,panis,1966-09-02,French,ligier,10,,+1 Lap,1.0,6
2514,1995,10,hungaroring,barrichello,1972-05-23,Brazilian,jordan,14,,+1 Lap,0.0,7
2515,1995,10,hungaroring,badoer,1971-01-25,Italian,minardi,12,,+2 Laps,0.0,8
2516,1995,10,hungaroring,lamy,1972-03-20,Portuguese,minardi,15,,+3 Laps,0.0,9
2517,1995,10,hungaroring,boullion,1969-12-27,French,sauber,19,,+3 Laps,0.0,10
2518,1995,10,hungaroring,michael_schumacher,1969-01-03,German,benetton,3,,Engine,0.0,11
2519,1995,10,hungaroring,montermini,1964-05-30,Italian,pacific,22,,+4 Laps,0.0,12
2520,1995,10,hungaroring,irvine,1965-11-10,British,jordan,7,,Clutch,0.0,13
2521,1995,10,hungaroring,brundle,1959-06-01,British,ligier,8,,Engine,0.0,14
2522,1995,10,hungaroring,salo,1966-11-30,Finnish,tyrrell,16,,Throttle,0.0,15
2523,1995,10,hungaroring,blundell,1966-04-08,British,mclaren,13,,Fuel leak,0.0,16
2524,1995,10,hungaroring,katayama,1963-05-29,Japanese,tyrrell,17,,Spun off,0.0,17
2525,1995,10,hungaroring,papis,1969-10-03,Italian,footwork,20,,Brakes,0.0,18
2526,1995,10,hungaroring,alesi,1964-06-11,French,ferrari,6,,Brakes,0.0,19
2527,1995,10,hungaroring,diniz,1970-05-22,Brazilian,forti,23,,Engine,0.0,20
2528,1995,10,hungaroring,inoue,1963-09-05,Japanese,footwork,18,,Engine,0.0,21
2529,1995,10,hungaroring,moreno,1959-02-11,Brazilian,forti,21,,Gearbox,0.0,22
2530,1995,10,hungaroring,lavaggi,1958-02-18,Italian,pacific,24,,Spun off,0.0,23
2531,1995,10,hungaroring,hakkinen,1968-09-28,Finnish,mclaren,5,,Engine,0.0,24
2532,1995,11,spa,michael_schumacher,1969-01-03,German,benetton,16,5807875.0,Finished,10.0,1
2533,1995,11,spa,damon_hill,1960-09-17,British,williams,8,5827368.0,Finished,6.0,2
2534,1995,11,spa,brundle,1959-06-01,British,ligier,13,5832873.0,Finished,4.0,3
