,season,round,circuit_id,driver,date_of_birth,nationality,constructor,grid,time,status,points,podium
5423,2003,10,magny_cours,alonso,1981-07-29,Spanish,renault,7,,Engine,0.0,18
5424,2003,10,magny_cours,fisichella,1973-01-14,Italian,jordan,17,,Engine,0.0,19
5425,2003,10,magny_cours,button,1980-01-19,British,bar,14,,Fuel,0.0,20
5426,2003,11,silverstone,barrichello,1972-05-23,Brazilian,ferrari,1,5317554.0,Finished,10.0,1
5427,2003,11,silverstone,montoya,1975-09-20,Colombian,williams,7,5323016.0,Finished,8.0,2
5428,2003,11,silverstone,raikkonen,1979-10-17,Finnish,mclaren,3,5328210.0,Finished,6.0,3
5429,2003,11,silverstone,michael_schumacher,1969-01-03,German,ferrari,5,5343202.0,Finished,5.0,4
5430,2003,11,silverstone,coulthard,1971-03-27,British,mclaren,12,5354381.0,Finished,4.0,5
5431,2003,11,silverstone,trulli,1974-07-13,Italian,renault,2,5360621.0,Finished,3.0,6
5432,2003,11,silverstone,matta,1973-09-19,Brazilian,toyota,6,5362639.0,Finished,2.0,7
5433,2003,11,silverstone,button,1980-01-19,British,bar,20,5363032.0,Finished,1.0,8
5434,2003,11,silverstone,ralf_schumacher,1975-06-30,German,williams,4,5375586.0,Finished,0.0,9
5435,2003,11,silverstone,villeneuve,1971-04-09,Canadian,bar,9,5381123.0,Finished,0.0,10
5436,2003,11,silverstone,panis,1966-09-02,French,toyota,13,5382761.0,Finished,0.0,11
5437,2003,11,silverstone,frentzen,1967-05-18,German,sauber,14,5383118.0,Finished,0.0,12
5438,2003,11,silverstone,firman,1975-05-20,Irish,jordan,17,,+1 Lap,0.0,13
5439,2003,11,silverstone,webber,1976-08-27,Australian,jaguar,11,,+1 Lap,0.0,14
5440,2003,11,silverstone,verstappen,1972-03-04,Dutch,minardi,19,,+2 Laps,0.0,15
5441,2003,11,silverstone,wilson,1978-07-31,British,minardi,18,,+2 Laps,0.0,16
5442,2003,11,silverstone,heidfeld,1977-05-10,German,sauber,16,,+2 Laps,0.0,17
5443,2003,11,silverstone,alonso,1981-07-29,Spanish,renault,8,,Gearbox,0.0,18
5444,2003,11,silverstone,fisichella,1973-01-14,Italian,jordan,15,,Suspension,0.0,19
5445,2003,11,silverstone,pizzonia,1980-09-11,Brazilian,jaguar,10,,Engine,0.0,20
5446,2003,12,hockenheimring,montoya,1975-09-20,Colombian,williams,1,5328769.0,Finished,10.0,1
5447,2003,12,hockenheimring,coulthard,1971-03-27,British,mclaren,10,5394228.0,Finished,8.0,2
5448,2003,12,hockenheimring,trulli,1974-07-13,Italian,renault,4,5397829.0,Finished,6.0,3
5449,2003,12,hockenheimring,alonso,1981-07-29,Spanish,renault,8,5398113.0,Finished,5.0,4
5450,2003,12,hockenheimring,panis,1966-09-02,French,toyota,7,,+1 Lap,4.0,5
5451,2003,12,hockenheimring,matta,1973-09-19,Brazilian,toyota,9,,+1 Lap,3.0,6
5452,2003,12,hockenheimring,michael_schumacher,1969-01-03,German,ferrari,6,,+1 Lap,2.0,7
5453,2003,12,hockenheimring,button,1980-01-19,British,bar,17,,+1 Lap,1.0,8
5454,2003,12,hockenheimring,villeneuve,1971-04-09,Canadian,bar,13,,+2 Laps,0.0,9
5455,2003,12,hockenheimring,heidfeld,1977-05-10,German,sauber,15,,+2 Laps,0.0,10
5456,2003,12,hockenheimring,webber,1976-08-27,Australian,jaguar,11,,Accident,0.0,11
5457,2003,12,hockenheimring,kiesa,1978-03-03,Danish,minardi,20,,+5 Laps,0.0,12
5458,2003,12,hockenheimring,fisichella,1973-01-14,Italian,jordan,13,,Engine,0.0,13
5459,2003,12,hockenheimring,verstappen,1972-03-04,Dutch,minardi,19,,Hydraulics,0.0,14
5460,2003,12,hockenheimring,wilson,1978-07-31,British,jaguar,16,,Gearbox,0.0,15
5461,2003,12,hockenheimring,ralf_schumacher,1975-06-30,German,williams,2,,Accident,0.0,16
5462,2003,12,hockenheimring,frentzen,1967-05-18,German,sauber,14,,Accident,0.0,17
5463,2003,12,hockenheimring,barrichello,1972-05-23,Brazilian,ferrari,3,,Accident,0.0,18
5464,2003,12,hockenheimring,raikkonen,1979-10-17,Finnish,mclaren,5,,Accident,0.0,19
5465,2003,12,hockenheimring,firman,1975-05-20,Irish,jordan,18,,Accident,0.0,20
5466,2003,13,hungaroring,alonso,1981-07-29,Spanish,renault,1,5941460.0,Finished,10.0,1
5467,2003,13,hungaroring,raikkonen,1979-10-17,Finnish,mclaren,7,5958228.0,Finished,8.0,2
5468,2003,13,hungaroring,montoya,1975-09-20,Colombian,williams,4,5975997.0,Finished,6.0,3
5469,2003,13,hungaroring,ralf_schumacher,1975-06-30,German,williams,2,5977080.0,Finished,5.0,4
5470,2003,13,hungaroring,coulthard,1971-03-27,British,mclaren,9,5997995.0,Finished,4.0,5
5471,2003,13,hungaroring,webber,1976-08-27,Australian,jaguar,3,6014103.0,Finished,3.0,6
5472,2003,13,hungaroring,trulli,1974-07-13,Italian,renault,6,,+1 Lap,2.0,7
5473,2003,13,hungaroring,michael_schumacher,1969-01-03,German,ferrari,8,,+1 Lap,1.0,8
5474,2003,13,hungaroring,heidfeld,1977-05-10,German,sauber,11,,+1 Lap,0.0,9
5475,2003,13,hungaroring,button,1980-01-19,British,bar,14,,+1 Lap,0.0,10
5476,2003,13,hungaroring,matta,1973-09-19,Brazilian,toyota,15,,+2 Laps,0.0,11
5477,2003,13,hungaroring,verstappen,1972-03-04,Dutch,minardi,18,,+3 Laps,0.0,12
5478,2003,13,hungaroring,kiesa,1978-03-03,Danish,minardi,20,,+4 Laps,0.0,13
5479,2003,13,hungaroring,frentzen,1967-05-18,German,sauber,17,,Out of fuel,0.0,14
5480,2003,13,hungaroring,wilson,1978-07-31,British,jaguar,12,,Engine,0.0,15
5481,2003,13,hungaroring,baumgartner,1981-01-01,Hungarian,jordan,19,,Engine,0.0,16
5482,2003,13,hungaroring,panis,1966-09-02,French,toyota,10,,Gearbox,0.0,17
5483,2003,13,hungaroring,fisichella,1973-01-14,Italian,jordan,13,,Engine,0.0,18
5484,2003,13,hungaroring,barrichello,1972-05-23,Brazilian,ferrari,5,,Suspension,0.0,19
5485,2003,13,hungaroring,villeneuve,1971-04-09,Canadian,bar,16,,Hydraulics,0.0,20
5486,2003,14,monza,michael_schumacher,1969-01-03,German,ferrari,1,4459838.0,Finished,10.0,1
5487,2003,14,monza,montoya,1975-09-20,Colombian,williams,2,4465132.0,Finished,8.0,2
5488,2003,14,monza,barrichello,1972-05-23,Brazilian,ferrari,3,4471673.0,Finished,6.0,3
5489,2003,14,monza,raikkonen,1979-10-17,Finnish,mclaren,4,4472672.0,Finished,5.0,4
5490,2003,14,monza,gene,1974-03-29,Spanish,williams,5,4487729.0,Finished,4.0,5
5491,2003,14,monza,villeneuve,1971-04-09,Canadian,bar,10,,+1 Lap,3.0,6
5492,2003,14,monza,webber,1976-08-27,Australian,jaguar,11,,+1 Lap,2.0,7
5493,2003,14,monza,alonso,1981-07-29,Spanish,renault,20,,+1 Lap,1.0,8
5494,2003,14,monza,heidfeld,1977-05-10,German,sauber,16,,+1 Lap,0.0,9
5495,2003,14,monza,fisichella,1973-01-14,Italian,jordan,13,,+1 Lap,0.0,10
5496,2003,14,monza,baumgartner,1981-01-01,Hungarian,jordan,18,,+2 Laps,0.0,11
5497,2003,14,monza,kiesa,1978-03-03,Danish,minardi,19,,+2 Laps,0.0,12
5498,2003,14,monza,frentzen,1967-05-18,German,sauber,14,,+3 Laps,0.0,13
5499,2003,14,monza,coulthard,1971-03-27,British,mclaren,8,,Fuel pressure,0.0,14
5500,2003,14,monza,panis,1966-09-02,French,toyota,9,,Brakes,0.0,15
5501,2003,14,monza,verstappen,1972-03-04,Dutch,minardi,17,,Oil leak,0.0,16
5502,2003,14,monza,button,1980-01-19,British,bar,7,,Gearbox,0.0,17
5503,2003,14,monza,matta,1973-09-19,Brazilian,toyota,12,,Tyre,0.0,18
5504,2003,14,monza,wilson,1978-07-31,British,jaguar,15,,Gearbox,0.0,19
5505,2003,14,monza,trulli,1974-07-13,Italian,renault,6,,Hydraulics,0.0,20
5506,2003,15,indianapolis,michael_schumacher,1969-01-03,German,ferrari,7,5615997.0,Finished,10.0,1
5507,2003,15,indianapolis,raikkonen,1979-10-17,Finnish,mclaren,1,5634255.0,Finished,8.0,2
5508,2003,15,indianapolis,frentzen,1967-05-18,German,sauber,15,5653961.0,Finished,6.0,3
5509,2003,15,indianapolis,trulli,1974-07-13,Italian,renault,10,5664326.0,Finished,5.0,4
5510,2003,15,indianapolis,heidfeld,1977-05-10,German,sauber,13,5672400.0,Finished,4.0,5
5511,2003,15,indianapolis,montoya,1975-09-20,Colombian,williams,4,,+1 Lap,3.0,6
5512,2003,15,indianapolis,fisichella,1973-01-14,Italian,jordan,17,,+1 Lap,2.0,7
5513,2003,15,indianapolis,wilson,1978-07-31,British,jaguar,16,,+2 Laps,1.0,8
5514,2003,15,indianapolis,matta,1973-09-19,Brazilian,toyota,9,,+2 Laps,0.0,9
5515,2003,15,indianapolis,verstappen,1972-03-04,Dutch,minardi,19,,+4 Laps,0.0,10
5516,2003,15,indianapolis,kiesa,1978-03-03,Danish,minardi,20,,+4 Laps,0.0,11
5517,2003,15,indianapolis,villeneuve,1971-04-09,Canadian,bar,12,,Engine,0.0,12
5518,2003,15,indianapolis,firman,1975-05-20,Irish,jordan,18,,Spun off,0.0,13
5519,2003,15,indianapolis,coulthard,1971-03-27,British,mclaren,8,,Gearbox,0.0,14
5520,2003,15,indianapolis,alonso,1981-07-29,Spanish,renault,6,,Engine,0.0,15
5521,2003,15,indianapolis,button,1980-01-19,British,bar,11,,Engine,0.0,16
5522,2003,15,indianapolis,panis,1966-09-02,French,toyota,3,,Accident,0.0,17
5523,2003,15,indianapolis,webber,1976-08-27,Australian,jaguar,14,,Accident,0.0,18
5524,2003,15,indianapolis,ralf_schumacher,1975-06-30,German,williams,5,,Accident,0.0,19
5525,2003,15,indianapolis,barrichello,1972-05-23,Brazilian,ferrari,2,,Collision,0.0,20
5526,2003,16,suzuka,barrichello,1972-05-23,Brazilian,ferrari,1,5111743.0,Finished,10.0,1
5527,2003,16,suzuka,raikkonen,1979-10-17,Finnish,mclaren,8,5122828.0,Finished,8.0,2
5528,2003,16,suzuka,coulthard,1971-03-27,British,mclaren,7,5123357.0,Finished,6.0,3
5529,2003,16,suzuka,button,1980-01-19,British,bar,9,5144849.0,Finished,5.0,4
5530,2003,16,suzuka,trulli,1974-07-13,Italian,renault,20,5146012.0,Finished,4.0,5
5531,2003,16,suzuka,sato,1977-01-28,Japanese,bar,13,5163435.0,Finished,3.0,6
5532,2003,16,suzuka,matta,1973-09-19,Brazilian,toyota,3,5168537.0,Finished,2.0,7
5533,2003,16,suzuka,michael_schumacher,1969-01-03,German,ferrari,14,5171230.0,Finished,1.0,8
5534,2003,16,suzuka,heidfeld,1977-05-10,German,sauber,11,5171902.0,Finished,0.0,9
5535,2003,16,suzuka,panis,1966-09-02,French,toyota,4,5173587.0,Finished,0.0,10
5536,2003,16,suzuka,webber,1976-08-27,Australian,jaguar,6,5182748.0,Finished,0.0,11
5537,2003,16,suzuka,ralf_schumacher,1975-06-30,German,williams,19,,+1 Lap,0.0,12
5538,2003,16,suzuka,wilson,1978-07-31,British,jaguar,10,,+1 Lap,0.0,13
5539,2003,16,suzuka,firman,1975-05-20,Irish,jordan,15,,+2 Laps,0.0,14
5540,2003,16,suzuka,verstappen,1972-03-04,Dutch,minardi,17,,+2 Laps,0.0,15
5541,2003,16,suzuka,kiesa,1978-03-03,Danish,minardi,18,,+3 Laps,0.0,16
5542,2003,16,suzuka,fisichella,1973-01-14,Italian,jordan,16,,Out of fuel,0.0,17
5543,2003,16,suzuka,alonso,1981-07-29,Spanish,renault,5,,Engine,0.0,18
5544,2003,16,suzuka,frentzen,1967-05-18,German,sauber,12,,Engine,0.0,19
5545,2003,16,suzuka,montoya,1975-09-20,Colombian,williams,2,,Hydraulics,0.0,20
5546,2004,1,albert_park,michael_schumacher,1969-01-03,German,ferrari,1,5055757.0,Finished,10.0,1
5547,2004,1,albert_park,barrichello,1972-05-23,Brazilian,ferrari,2,5069362.0,Finished,8.0,2
5548,2004,1,albert_park,alonso,1981-07-29,Spanish,renault,5,5090430.0,Finished,6.0,3
5549,2004,1,albert_park,ralf_schumacher,1975-06-30,German,williams,8,5116180.0,Finished,5.0,4
5550,2004,1,albert_park,montoya,1975-09-20,Colombian,williams,3,5124293.0,Finished,4.0,5
5551,2004,1,albert_park,button,1980-01-19,British,bar,4,5126355.0,Finished,3.0,6
5552,2004,1,albert_park,trulli,1974-07-13,Italian,renault,9,,+1 Lap,2.0,7
5553,2004,1,albert_park,coulthard,1971-03-27,British,mclaren,12,,+1 Lap,1.0,8
5554,2004,1,albert_park,sato,1977-01-28,Japanese,bar,7,,+1 Lap,0.0,9
5555,2004,1,albert_park,fisichella,1973-01-14,Italian,sauber,14,,+1 Lap,0.0,10
5556,2004,1,albert_park,klien,1983-02-07,Austrian,jaguar,19,,+2 Laps,0.0,11
5557,2004,1,albert_park,matta,1973-09-19,Brazilian,toyota,13,,+2 Laps,0.0,12
5558,2004,1,albert_park,panis,1966-09-02,French,toyota,18,,+2 Laps,0.0,13
5559,2004,1,albert_park,pantano,1979-02-04,Italian,jordan,16,,+3 Laps,0.0,14
5560,2004,1,albert_park,massa,1981-04-25,Brazilian,sauber,11,,Engine,0.0,15
5561,2004,1,albert_park,heidfeld,1977-05-10,German,jordan,15,,Transmission,0.0,16
5562,2004,1,albert_park,bruni,1981-05-30,Italian,minardi,20,,Not classified,0.0,17
5563,2004,1,albert_park,webber,1976-08-27,Australian,jaguar,6,,Transmission,0.0,18
5564,2004,1,albert_park,baumgartner,1981-01-01,Hungarian,minardi,17,,Electrical,0.0,19
5565,2004,1,albert_park,raikkonen,1979-10-17,Finnish,mclaren,10,,Engine,0.0,20
5566,2004,2,sepang,michael_schumacher,1969-01-03,German,ferrari,1,5467490.0,Finished,10.0,1
5567,2004,2,sepang,montoya,1975-09-20,Colombian,williams,4,5472512.0,Finished,8.0,2
5568,2004,2,sepang,button,1980-01-19,British,bar,6,5479058.0,Finished,6.0,3
5569,2004,2,sepang,barrichello,1972-05-23,Brazilian,ferrari,3,5481105.0,Finished,5.0,4
5570,2004,2,sepang,trulli,1974-07-13,Italian,renault,8,5504850.0,Finished,4.0,5
5571,2004,2,sepang,coulthard,1971-03-27,British,mclaren,9,5520588.0,Finished,3.0,6
5572,2004,2,sepang,alonso,1981-07-29,Spanish,renault,19,5535367.0,Finished,2.0,7
5573,2004,2,sepang,massa,1981-04-25,Brazilian,sauber,11,,+1 Lap,1.0,8
5574,2004,2,sepang,matta,1973-09-19,Brazilian,toyota,10,,+1 Lap,0.0,9
5575,2004,2,sepang,klien,1983-02-07,Austrian,jaguar,13,,+1 Lap,0.0,10
5576,2004,2,sepang,fisichella,1973-01-14,Italian,sauber,12,,+1 Lap,0.0,11
5577,2004,2,sepang,panis,1966-09-02,French,toyota,14,,+1 Lap,0.0,12
5578,2004,2,sepang,pantano,1979-02-04,Italian,jordan,18,,+2 Laps,0.0,13
5579,2004,2,sepang,bruni,1981-05-30,Italian,minardi,16,,+3 Laps,0.0,14
5580,2004,2,sepang,sato,1977-01-28,Japanese,bar,20,,+4 Laps,0.0,15
5581,2004,2,sepang,baumgartner,1981-01-01,Hungarian,minardi,17,,+4 Laps,0.0,16
5582,2004,2,sepang,raikkonen,1979-10-17,Finnish,mclaren,5,,Transmission,0.0,17
5583,2004,2,sepang,heidfeld,1977-05-10,German,jordan,15,,Transmission,0.0,18
5584,2004,2,sepang,ralf_schumacher,1975-06-30,German,williams,7,,Engine,0.0,19
5585,2004,2,sepang,webber,1976-08-27,Australian,jaguar,2,,Spun off,0.0,20
5586,2004,3,bahrain,michael_schumacher,1969-01-03,German,ferrari,1,5314875.0,Finished,10.0,1
5587,2004,3,bahrain,barrichello,1972-05-23,Brazilian,ferrari,2,5316242.0,Finished,8.0,2
5588,2004,3,bahrain,button,1980-01-19,British,bar,6,5341562.0,Finished,6.0,3
5589,2004,3,bahrain,trulli,1974-07-13,Italian,renault,7,5347089.0,Finished,5.0,4
5590,2004,3,bahrain,sato,1977-01-28,Japanese,bar,5,5367335.0,Finished,4.0,5
5591,2004,3,bahrain,alonso,1981-07-29,Spanish,renault,16,5368031.0,Finished,3.0,6
5592,2004,3,bahrain,ralf_schumacher,1975-06-30,German,williams,4,5373030.0,Finished,2.0,7
5593,2004,3,bahrain,webber,1976-08-27,Australian,jaguar,14,,+1 Lap,1.0,8
5594,2004,3,bahrain,panis,1966-09-02,French,toyota,8,,+1 Lap,0.0,9
5595,2004,3,bahrain,matta,1973-09-19,Brazilian,toyota,9,,+1 Lap,0.0,10
5596,2004,3,bahrain,fisichella,1973-01-14,Italian,sauber,11,,+1 Lap,0.0,11
5597,2004,3,bahrain,massa,1981-04-25,Brazilian,sauber,13,,+1 Lap,0.0,12
5598,2004,3,bahrain,montoya,1975-09-20,Colombian,williams,3,,+1 Lap,0.0,13
5599,2004,3,bahrain,klien,1983-02-07,Austrian,jaguar,12,,+1 Lap,0.0,14
5600,2004,3,bahrain,heidfeld,1977-05-10,German,jordan,18,,+1 Lap,0.0,15
5601,2004,3,bahrain,pantano,1979-02-04,Italian,jordan,15,,+2 Laps,0.0,16
5602,2004,3,bahrain,bruni,1981-05-30,Italian,minardi,17,,+5 Laps,0.0,17
5603,2004,3,bahrain,coulthard,1971-03-27,British,mclaren,10,,Pneumatics,0.0,18
5604,2004,3,bahrain,baumgartner,1981-01-01,Hungarian,minardi,20,,Engine,0.0,19
5605,2004,3,bahrain,raikkonen,1979-10-17,Finnish,mclaren,19,,Engine,0.0,20
5606,2004,4,imola,michael_schumacher,1969-01-03,German,ferrari,2,5179670.0,Finished,10.0,1
5607,2004,4,imola,button,1980-01-19,British,bar,1,5189372.0,Finished,8.0,2
5608,2004,4,imola,montoya,1975-09-20,Colombian,williams,3,5201287.0,Finished,6.0,3
5609,2004,4,imola,alonso,1981-07-29,Spanish,renault,6,5203324.0,Finished,5.0,4
5610,2004,4,imola,trulli,1974-07-13,Italian,renault,9,5215886.0,Finished,4.0,5
5611,2004,4,imola,barrichello,1972-05-23,Brazilian,ferrari,4,5216353.0,Finished,3.0,6
5612,2004,4,imola,ralf_schumacher,1975-06-30,German,williams,5,5235400.0,Finished,2.0,7
5613,2004,4,imola,raikkonen,1979-10-17,Finnish,mclaren,20,,+1 Lap,1.0,8
5614,2004,4,imola,fisichella,1973-01-14,Italian,sauber,18,,+1 Lap,0.0,9
5615,2004,4,imola,massa,1981-04-25,Brazilian,sauber,12,,+1 Lap,0.0,10
5616,2004,4,imola,panis,1966-09-02,French,toyota,13,,+1 Lap,0.0,11
5617,2004,4,imola,coulthard,1971-03-27,British,mclaren,11,,+1 Lap,0.0,12
5618,2004,4,imola,webber,1976-08-27,Australian,jaguar,8,,+1 Lap,0.0,13
5619,2004,4,imola,klien,1983-02-07,Austrian,jaguar,14,,+2 Laps,0.0,14
5620,2004,4,imola,baumgartner,1981-01-01,Hungarian,minardi,19,,+4 Laps,0.0,15
5621,2004,4,imola,sato,1977-01-28,Japanese,bar,7,,Engine,0.0,16
5622,2004,4,imola,heidfeld,1977-05-10,German,jordan,16,,Driveshaft,0.0,17
5623,2004,4,imola,matta,1973-09-19,Brazilian,toyota,10,,Accident,0.0,18
5624,2004,4,imola,bruni,1981-05-30,Italian,minardi,17,,Brakes,0.0,19
5625,2004,4,imola,pantano,1979-02-04,Italian,jordan,15,,Hydraulics,0.0,20
5626,2004,5,catalunya,michael_schumacher,1969-01-03,German,ferrari,1,5252841.0,Finished,10.0,1
5627,2004,5,catalunya,barrichello,1972-05-23,Brazilian,ferrari,5,5266131.0,Finished,8.0,2
5628,2004,5,catalunya,trulli,1974-07-13,Italian,renault,4,5285135.0,Finished,6.0,3
5629,2004,5,catalunya,alonso,1981-07-29,Spanish,renault,8,5285793.0,Finished,5.0,4
5630,2004,5,catalunya,sato,1977-01-28,Japanese,bar,3,5295168.0,Finished,4.0,5
5631,2004,5,catalunya,ralf_schumacher,1975-06-30,German,williams,6,5326645.0,Finished,3.0,6
5632,2004,5,catalunya,fisichella,1973-01-14,Italian,sauber,12,5329949.0,Finished,2.0,7
5633,2004,5,catalunya,button,1980-01-19,British,bar,14,,+1 Lap,1.0,8
5634,2004,5,catalunya,massa,1981-04-25,Brazilian,sauber,17,,+1 Lap,0.0,9
5635,2004,5,catalunya,coulthard,1971-03-27,British,mclaren,10,,+1 Lap,0.0,10
5636,2004,5,catalunya,raikkonen,1979-10-17,Finnish,mclaren,13,,+1 Lap,0.0,11
5637,2004,5,catalunya,webber,1976-08-27,Australian,jaguar,9,,+1 Lap,0.0,12
5638,2004,5,catalunya,matta,1973-09-19,Brazilian,toyota,11,,+1 Lap,0.0,13
5639,2004,5,catalunya,pantano,1979-02-04,Italian,jordan,19,,Steering,0.0,14
5640,2004,5,catalunya,montoya,1975-09-20,Colombian,williams,2,,Brakes,0.0,15
5641,2004,5,catalunya,klien,1983-02-07,Austrian,jaguar,16,,Throttle,0.0,16
5642,2004,5,catalunya,panis,1966-09-02,French,toyota,7,,Hydraulics,0.0,17
5643,2004,5,catalunya,heidfeld,1977-05-10,German,jordan,15,,Hydraulics,0.0,18
5644,2004,5,catalunya,bruni,1981-05-30,Italian,minardi,18,,Spun off,0.0,19
5645,2004,5,catalunya,baumgartner,1981-01-01,Hungarian,minardi,20,,Spun off,0.0,20
5646,2004,6,monaco,trulli,1974-07-13,Italian,renault,1,6346601.0,Finished,10.0,1
5647,2004,6,monaco,button,1980-01-19,British,bar,2,6347098.0,Finished,8.0,2
5648,2004,6,monaco,barrichello,1972-05-23,Brazilian,ferrari,6,6422367.0,Finished,6.0,3
5649,2004,6,monaco,montoya,1975-09-20,Colombian,williams,9,,+1 Lap,5.0,4
5650,2004,6,monaco,massa,1981-04-25,Brazilian,sauber,16,,+1 Lap,4.0,5
5651,2004,6,monaco,matta,1973-09-19,Brazilian,toyota,15,,+1 Lap,3.0,6
5652,2004,6,monaco,heidfeld,1977-05-10,German,jordan,17,,+2 Laps,2.0,7
5653,2004,6,monaco,panis,1966-09-02,French,toyota,13,,+3 Laps,1.0,8
5654,2004,6,monaco,baumgartner,1981-01-01,Hungarian,minardi,19,,+6 Laps,0.0,9
5655,2004,6,monaco,ralf_schumacher,1975-06-30,German,williams,12,,Gearbox,0.0,10
5656,2004,6,monaco,michael_schumacher,1969-01-03,German,ferrari,4,,Collision,0.0,11
5657,2004,6,monaco,alonso,1981-07-29,Spanish,renault,3,,Accident,0.0,12
5658,2004,6,monaco,raikkonen,1979-10-17,Finnish,mclaren,5,,Pneumatics,0.0,13
5659,2004,6,monaco,bruni,1981-05-30,Italian,minardi,20,,Gearbox,0.0,14
5660,2004,6,monaco,pantano,1979-02-04,Italian,jordan,18,,Transmission,0.0,15
5661,2004,6,monaco,webber,1976-08-27,Australian,jaguar,11,,Gearbox,0.0,16
5662,2004,6,monaco,sato,1977-01-28,Japanese,bar,7,,Engine,0.0,17
5663,2004,6,monaco,coulthard,1971-03-27,British,mclaren,8,,Collision,0.0,18
5664,2004,6,monaco,fisichella,1973-01-14,Italian,sauber,10,,Collision,0.0,19
5665,2004,6,monaco,klien,1983-02-07,Austrian,jaguar,14,,Accident,0.0,20
5666,2004,7,nurburgring,michael_schumacher,1969-01-03,German,ferrari,1,5555101.0,Finished,10.0,1
5667,2004,7,nurburgring,barrichello,1972-05-23,Brazilian,ferrari,7,5573090.0,Finished,8.0,2
5668,2004,7,nurburgring,button,1980-01-19,British,bar,5,5577634.0,Finished,6.0,3
5669,2004,7,nurburgring,trulli,1974-07-13,Italian,renault,3,5608774.0,Finished,5.0,4
5670,2004,7,nurburgring,alonso,1981-07-29,Spanish,renault,6,5616088.0,Finished,4.0,5
5671,2004,7,nurburgring,fisichella,1973-01-14,Italian,sauber,19,5628549.0,Finished,3.0,6
5672,2004,7,nurburgring,webber,1976-08-27,Australian,jaguar,14,5631307.0,Finished,2.0,7
5673,2004,7,nurburgring,montoya,1975-09-20,Colombian,williams,8,,+1 Lap,1.0,8
5674,2004,7,nurburgring,massa,1981-04-25,Brazilian,sauber,16,,+1 Lap,0.0,9
5675,2004,7,nurburgring,heidfeld,1977-05-10,German,jordan,13,,+1 Lap,0.0,10
5676,2004,7,nurburgring,panis,1966-09-02,French,toyota,10,,+1 Lap,0.0,11
5677,2004,7,nurburgring,klien,1983-02-07,Austrian,jaguar,12,,+1 Lap,0.0,12
5678,2004,7,nurburgring,pantano,1979-02-04,Italian,jordan,15,,+2 Laps,0.0,13
5679,2004,7,nurburgring,bruni,1981-05-30,Italian,minardi,20,,+3 Laps,0.0,14
5680,2004,7,nurburgring,baumgartner,1981-01-01,Hungarian,minardi,17,,+3 Laps,0.0,15
5681,2004,7,nurburgring,sato,1977-01-28,Japanese,bar,2,,Engine,0.0,16
5682,2004,7,nurburgring,coulthard,1971-03-27,British,mclaren,18,,Engine,0.0,17
5683,2004,7,nurburgring,raikkonen,1979-10-17,Finnish,mclaren,4,,Engine,0.0,18
5684,2004,7,nurburgring,ralf_schumacher,1975-06-30,German,williams,9,,Collision,0.0,19
5685,2004,7,nurburgring,matta,1973-09-19,Brazilian,toyota,11,,Collision,0.0,20
5686,2004,8,villeneuve,michael_schumacher,1969-01-03,German,ferrari,6,5304803.0,Finished,10.0,1
5687,2004,8,villeneuve,barrichello,1972-05-23,Brazilian,ferrari,7,5309911.0,Finished,8.0,2
5688,2004,8,villeneuve,button,1980-01-19,British,bar,2,5325212.0,Finished,6.0,3
5689,2004,8,villeneuve,fisichella,1973-01-14,Italian,sauber,11,,+1 Lap,5.0,4
5690,2004,8,villeneuve,raikkonen,1979-10-17,Finnish,mclaren,8,,+1 Lap,4.0,5
5691,2004,8,villeneuve,coulthard,1971-03-27,British,mclaren,9,,+1 Lap,3.0,6
5692,2004,8,villeneuve,glock,1982-03-18,German,jordan,16,,+2 Laps,2.0,7
5693,2004,8,villeneuve,heidfeld,1977-05-10,German,jordan,15,,+2 Laps,1.0,8
5694,2004,8,villeneuve,klien,1983-02-07,Austrian,jaguar,10,,+3 Laps,0.0,9
5695,2004,8,villeneuve,baumgartner,1981-01-01,Hungarian,minardi,18,,+4 Laps,0.0,10
5696,2004,8,villeneuve,massa,1981-04-25,Brazilian,sauber,17,,Accident,0.0,11
5697,2004,8,villeneuve,sato,1977-01-28,Japanese,bar,20,,Engine,0.0,12
5698,2004,8,villeneuve,alonso,1981-07-29,Spanish,renault,5,,Driveshaft,0.0,13
5699,2004,8,villeneuve,bruni,1981-05-30,Italian,minardi,19,,Gearbox,0.0,14
5700,2004,8,villeneuve,webber,1976-08-27,Australian,jaguar,14,,Suspension,0.0,15
5701,2004,8,villeneuve,trulli,1974-07-13,Italian,renault,3,,Transmission,0.0,16
5702,2004,8,villeneuve,ralf_schumacher,1975-06-30,German,williams,1,,Disqualified,0.0,17
5703,2004,8,villeneuve,montoya,1975-09-20,Colombian,williams,4,,Disqualified,0.0,18
5704,2004,8,villeneuve,matta,1973-09-19,Brazilian,toyota,12,,Disqualified,0.0,19
5705,2004,8,villeneuve,panis,1966-09-02,French,toyota,13,,Disqualified,0.0,20
5706,2004,9,indianapolis,michael_schumacher,1969-01-03,German,ferrari,2,6029914.0,Finished,10.0,1
5707,2004,9,indianapolis,barrichello,1972-05-23,Brazilian,ferrari,1,6032864.0,Finished,8.0,2
5708,2004,9,indianapolis,sato,1977-01-28,Japanese,bar,3,6051950.0,Finished,6.0,3
5709,2004,9,indianapolis,trulli,1974-07-13,Italian,renault,20,6064458.0,Finished,5.0,4
